review_id,review_score,review_text,aspectos_detectados,logistica_sentimento,produto_sentimento,atendimento_sentimento,preco_sentimento,to_remove
b2f7500ae48042d372424e191aa99934,5,Produto chegou antes do prazo e funcionou perfeitamente,"logistica, produto",,,,,Não
9a935d390def1deee65116b5ec195bbb,1,"por favor eu nao recebi o produto prazo de entregar era dia 02/08/2018 hoje e dia 06/08/2018
espero explicacao hoje","logistica, produto",,,,,Não
6ad8c76d396bbab2d478f92e0754df65,4,"Bom produto e preço justo.

","produto, preco",,,,,Não
bcf7c46f6b2c21d29cb56400eaaf6bea,1,"A entrega foi efetuada, porém veio faltando o item "" kit 2 pinças""",logistica,,,,,Não
5783dca4fe3c67496b3e831181af9e06,1,o produto comprado foi cabo HDMI e veio VGA. Preciso trocar.,produto,,,,,Não
f6109ca3020f7bf2dc87d5b7fcf7b23a,1,Eu comprei 3 unidades do pendente de só veio 1 até agora e ainda não obtive nenhuma resposta até o momento não posso efetuar nenhuma avaliação ,atendimento,,,,,Não
c7b62b799d69f180611cdfd1b1efa146,5,Foi o único lugar em que encontrei esse produto no melhor preço,"produto, preco",,,,,Não
9a93b84e9df3ace0e7f4cd9957b5ea15,3,Tenho uma sugestão. O prato de microondas que comprei não serve exatamente no meu aparelho. Gostaria que o site nos desse uma lista de aparelhos que fossem compatíveis com o produto. vitando surpresa.,produto,,,,,Não
cd50524d1ca194b7b90db54e58a55598,1,"A empresa não deu retorno aos e-mail enviados, não entrou em contato para falar a respeito da entrega, no entanto não restou outra alternativa se o não o cancelamento da compra.","logistica, atendimento",,,,,Não
f5b889f7357ca0f0939f343f3dab5e61,1,"O produto ficou 10 dias com status de aprovação de pagamento, enviei email duas vezes e não obtive resposta, tive que ligar no SAC para poderem entrar em contato com o vendedor para verem o pq?","logistica, produto, atendimento, preco",,,,,Não
cd76169860187096ad46036ee35b7706,2,"Não recomendo, pois o praso de entrega é muito longo, pois comprei o produto no dia 09/06/2017 e chegou dia 04/07/2017 muita demora, pois compro em outros site e recebo o produto no máximo 10 dias ut.","logistica, produto",,,,,Não
c73287a8142291c7cd877c36f1be6c5b,1,Não gostei pois me deram 20 dias ÚTEIS e depois desses 20 dias meu produto não chegou ,"logistica, produto",,,,,Não
56f27557075595bb413c67ee7f76cc67,4,"Produto chegou OK, apenas vi que o cabo tem somente 14 pinos, ainda não testei o produto porém acho que não terá problemas..qq coisa, envio maiores informações. Abraços!!!","logistica, produto",,,,,Não
7310fbc7c0da3d3b1c00600077840f2f,1,recebi o produto. porem quando fui carregar a bateria inflou e soltou fora a tampa de tras. resumindo. nem usei o produto e ja deu problema.,produto,,,,,Não
5914714c08935047ca6790f270d79f95,2,"Foram compradas 2 cadeiras, porém entregue somente uma. O vendedor ficou de verificar e não retornou.","logistica, atendimento",,,,,Não
67746bffb58bfbd078d86cb0eb146e0b,5,Muito bom o produto. Recomendo.,produto,,,,,Não
e98701268536eb62153ab5adb9f65aff,5,"Sempre me atendendo com maior responsabilidade esse site, adorooo.",atendimento,,,,,Não
9b2c9a4409dab71e20176e886fcd5dfa,2,"Pedi dois produtos mais Recebi uma caixa apenas com um, logo em seguida recebi um e-mail da lannister perguntando se eu recebi os dois produtos. ",logistica,,,,,Não
d53bc3ee245e38974aa8691b937307a8,1,"Comprei 2 combos , com 12 unidades , num total de 24 caixas. Efetuei o pagamento de 633,00 à vista. Compreendi que devido à greve , ocorressem atrasos, mas infelizmente chegou um combo com 11 caixas.","logistica, preco",,,,,Não
c131334b155e7c4b8b5b3d2f519eed0a,3,Estou aguardando para ver se realmente supera as expectativas.,,,,,,Não
a55b2b49cc4b6fc1f3e3114458026a47,1,Veio faltando um produto eu pedi 2 unidades e chegou somente uma.Gostaria de saber o que aconteceu com o outro porque estou pagando 2 produtos e recebi somente um?,"logistica, produto, preco",,,,,Não
89c0a03e2ac93c0130d95c65ea982047,2,"Minha entrega ainda não foi realizada.Achei que não passaria do prazo estipulado. Informaram que vieram,mas ninguém ouviu chamarem.Isso que dá colocar nos Correios.",logistica,,,,,Não
0c2fe609b2876204b49b19e7f1dabed0,4,"Excelente produto e atendimento, chegou antes do prazo.","logistica, produto, atendimento",,,,,Não
e7fa506ba0d44fca3eb969d710168fdc,2,"A colcha é bonita, o tecido é fino, fácil de secar. o acabamento das almofadas menores não é legal, porque ficam apertadas.",produto,,,,,Não
b4add41034b01b762b5daf57a379bd61,1,Pedi troca do produto e não fui atendido.,"produto, atendimento",,,,,Não
0b6c554ef086e07c917c1606955b1e5d,1,"Boa noite,
Recebi ontem o produto que, infelizmente, não funciona (não carrega a bateria do meu celular LG).
Tentei acessar o canal de reclamações de lannister.com, mas não consegui. Fiz mau negóci","produto, atendimento",,,,,Não
3dca11df77acc554aa2f0f98292bbe43,1,"O produto entregue não foi o produto comprado por mim, o pedido foi feito para o Aspirador De Pó Ph Rapid 1000N 127V e foi entregue ASP PO RAPID TURBO PAS02 127V, Desejo devolução do valor pago e reti","logistica, produto, preco",,,,,Não
2fbf42d2b864d29928855064088cf71a,1,O produto era pra ser entregue dia 24 e hoje é 26 e nenhum parecer... péssimo ,"logistica, produto",,,,,Não
1bf84cc8a4d06643a6a9685b7d62bb80,2,comprei 2 cortinas e só foi entregue uma cortina,logistica,,,,,Não
3f2deb558817b8e48b819d5a2da3bbc0,5,"entrega no prazo, e tudo certinho gostei",logistica,,,,,Não
90bb3c9f83e763781cffd6996e360118,1,"Compra do produto foi realizada em 19/04/2017, e ate o momento não recebemos este produto, o qual temos urgência.
Compramos nesta loja, pois normalmente entrega antes do prazo de enrega, Desta vez nã","logistica, produto, atendimento",,,,,Não
0eace66bc1af8dd8b6edd0e6438ca8f7,1,"Terceirizar foi a pior coisa que a lannister fez. Sempre amei comprar no site, mas agora está ruim. Este produto até agora não foi entregue e quem vai me reembolsar se não chegar? Qual o prazo máximo","logistica, produto",,,,,Não
b6080743446c57d5cfca9af21876b08d,5,"Recebi bem antes do prazo. Produto e o que eu esperava. Uma coisa que eu queria era a saída para cinto de seguranca, que tinha. Simples, mas o valor vale a pena. Impermeável. Fiquei contente!","logistica, produto, preco",,,,,Não
328689a34e8935ae558a8bb3858fdc82,1,A minha entrega não foi completa! Comprei 2 unidades e paguei por elas... porém só chegou 1 unidade! Preciso de um retorno das lannister a da targaryen com urgência ,"logistica, preco",,,,,Não
889524292ec20dae65a3921f855afc8a,2,"Entregaram dentro do prazo porém a previsão foi muito extensa. E como a lannister sempre me entregou antes do prazo, achei que esse produto iria chegar antes do previsto.","logistica, produto",,,,,Não
93b54efd274eb293b302a15665ff1f33,4,"O produto chegou em perfeito estado, no momento está funcionando bem. A única observação é para a bateria que descarrega rápido. A entrega foi super rápida e me surpreendeu","logistica, produto",,,,,Não
ff1dfc9a95e3eff7cae0dd7041901add,2,Produto de baixa qualidade x preco x descrição do produto,"produto, preco",,,,,Não
8d968d9669c06182a369aaf670761799,1,"Produto ainda não foi entregue, difícil acesso para reclamações!! Não recomendo para ninguém 
E o correio também é uma bosta...","logistica, produto, atendimento",,,,,Não
774b63358916c7eb751517380dad4cf9,5,"ENTREGA ANTES DO PRAZO ESTIPULADO - PRODUTO BEM EMBALADO , RECOMENDO ","logistica, produto",,,,,Não
940564992edf93c0efb22731a3a754bc,2,a loja e boa para compra mas ruim pra resoluções dos problemas,"produto, atendimento",,,,,Não
6f72bd7f99a205cfbebc52faea8a1877,4,"Recebi o produto no prazo, mas solicitei devolução. Estou aguardando instruções pra devolução ","logistica, produto",,,,,Não
4f330ad9d3624523c14d694928188ce1,1,"Meu produto foi devolvido pelo os correio e a loja não me passou nenhuma informação até hoje.
Estou aguardando!
Vou espera essa semana se não eu vou cancela a compra.","logistica, produto, atendimento",,,,,Não
3c8f1e61ac9d5132afafd0ccd1704028,1,"comprei 03 ,paguei 3 e so recebi 01.",preco,,,,,Não
38482b7c173dc5a7072c486a89c761bb,1,Infelizmente já comprei muitos produtos mais dessa vez me sinto insatisfeito com a demora da entrega é com a comunicação para resolver esse problema tanto pelo telefone com pela internet.,"logistica, atendimento",,,,,Não
036ea03185f9aa593d9cad1335e1acff,4,"ainda não foi usado o produto, mas acredito que seja ótimo.",produto,,,,,Não
dd878fa1e5affedb43289f08e9ece38b,5,Perfeita e de qualidade. Recomendo ,produto,,,,,Não
34850ba27dacec35154b0fcc9776d702,4,"gostei da compra, uniu a mercadoria com o valor
",preco,,,,,Não
22af931682839c5854bbf95bec232c9f,2,entre em contato com a lannister e estou no aguardo de uma resposta o mais breve possivel sobre pravisão de chegada do produto,"logistica, produto, atendimento",,,,,Não
21e11915fe7895e67c14168a01902c12,2,O prazo de entrega acaba dia 3/1/18. Eu não comprarei no baratheon quando o prazo de entrega for muito grande.,"logistica, preco",,,,,Não
f567ccbfb81b8c66cb9b02d0fcdab85f,5,"Lindo, amei,recomendo.
É grande,cor forte, material forte.lindoooo, vou comprar mais um.",produto,,,,,Não
b4b0a5da341da6824a155b95d2ce6f0b,5,Estão de parabéns pelo atendimento.,atendimento,,,,,Não
4c9bb45111e186794c846f8d4b3361b8,5,"Pessoal muito atencioso e gentil, ótimo preço, tudo de bom, recomendo ","produto, preco",,,,,Não
70043df87818da97ba0185b69f307277,1,Recebi um produto falsificado da loja e estou extremamente insatisfeita com o serviço de vocês e com o atendimento ,"produto, atendimento",,,,,Não
8e420ac5554ca42371e38ba21b3061cd,4,"A única coisa que achei que tem que ser melhorada é a comunicação, deixei vários emails e não responderam nenhum, porque tinha dado um problema na entrega, fiquei muito preocupada, mais feliz chegou!!","logistica, atendimento",,,,,Não
3bc138a70e17f94d221067f020468ea0,1,"Produto chegou danificado, solicitei a troca e foi negada, não teve outro jeito a não ser cancelar a compra.","logistica, produto",,,,,Não
99e251faef32892fa667610148f306b9,5,Comprei uma caixa/suporte de madeira para máquina de costura portátil. Chegou antes do prazo e em boas condições. Recomendo esta loja!,"logistica, atendimento",,,,,Não
1d4a05bea97b29b37d92185db4c65519,4,"Produtos com bom preço, enviam o pedido dentro de um tempo legal.","logistica, produto, preco",,,,,Não
452f87fdbbb74a3f8b729cd0ff13e0e9,1,"Até o presente momento não recebi o produto. Mais de 60 dias e nada do produto. Já entrei em contato por duas vezes com a baratheon, e não obtive nenhuma explicação. Quero uma solução para o problema. ","produto, atendimento, preco",,,,,Não
b99699b6116aad6a25582b0d27124e33,5,Somente o Frete que acho ainda muito caro,"logistica, preco",,,,,Não
cd9125d39cfcb70ed3967732642e4864,3,"Achei a qualidade do produto muito ruim, não veio nenhuma bucha ou parafuso para fixar na parede.",produto,,,,,Não
f2d5d65d51b46f123bd3b21c183e690c,1,"Cancelei o pedido no site, sem sucesso, pois o site alegava estar fora do ar. Depois, tentei recusar a entrega do correio, e o entregador também não aceitou. Agora, sem retorno a respeito da devolução",logistica,,,,,Não
f9afa9dcf934e20ff37a7c3572bd653c,1,"O prazo para receber o produto era no dia 19/02, mas até hoje nem sinal do mesmo, já fazia dias que eu tentava entrar em contato, ontem recebi uma ligação da empresa falando para aguardar. Vamos ver","logistica, produto, atendimento",,,,,Não
d25026282e14fc531f0711246e121cc2,2,"Foi entrgue dentro do prazo, porem nao foi entregue o produto com as caracteristicas q comprei. ","logistica, produto",,,,,Não
6fd69dcf84cfa9d77fddb517a1a9607b,5,O produto atende muito bem à necessidade e a loja foi muito eficiente! Recomendo!,"produto, atendimento",,,,,Não
e70de8c5f30630975b8fd4fe64263db8,1,"Acho a loja de extrema confiança porém comprei esse produto e não recebi uma almofada, é um par. Insatisfeito!","produto, atendimento",,,,,Não
35e9985564f523caaa6313942a581b1d,4,"O produto é bom. Só o acabamento que não é tão bom,mas pelo preço vale a pena. E o tamanho me surpreendeu, muito bom.","produto, preco",,,,,Não
90a5963f7b3fdffa540217410ff83275,4,"Indico a loja, o produto bom e foi bem embalado por ser quebrável","produto, atendimento",,,,,Não
345bed776bce866ad8444fe11d619f59,1,"Os produtos foram entregues mas, 1 espelho estava quebrado.
Como faço para trocar?
Sou o Síndico do Condomínio.","logistica, produto",,,,,Não
65b2354540dedc09a1623bed7e32d9ae,1,PREÇO EXORBITANTE. Me arrependi amargamente.,preco,,,,,Não
d37603e00a7190d93f6b0fb1dec1334f,4,"Produto chegou muito antes da data de entrega e veio exatamente como eu esperava, superou as expectativas.","logistica, produto",,,,,Não
f72d3e52c7d2fc8bac0e39716425aa70,2,Varias vezes ja comprei e todas tenho que ir buscar nos correios eles não tentao fazer as entregas das lannister obs (so lannister) outra qualquer ou mercado livre chega mais com as lannister não ,logistica,,,,,Não
cb6b5f55da128bdec95389796e7d6cc5,1,A foto do produto no anúncio é cartucho HP 933XL original. O cartucho que mandaram é um falsificado. Tenho fotos dos 2 pra p,produto,,,,,Não
6c056d4bfeb2da7e7b76d3db808e27bd,4,"Produto chegou dentro do prazo. Qualidade compatível com os valores pagos. Poderiam melhorar a embalagem de envio, mas faria novas compras tranquilamente.","logistica, produto, preco",,,,,Não
45f28c562543ef47c821e037ec83ef39,1,Comprei um produto e empresa enviou outro similar e mais barato. Entrei em contato e não responderam nada sobre a divergência.,"logistica, produto, atendimento, preco",,,,,Não
d6597e90782bc02bd0df04d0dae71001,1,"Minha encomenda foi atingida por incêndio em unidade operacional dos correios. As lannister ainda não se pronunciou pelo caso, se vai mandar uma nova encomenda, se vai me devolver o dinheiro, etc.","logistica, preco",,,,,Não
ddb5d4f191fc5b3bfe9116e121d68ce5,2,"Comprei um produto caro, que chegou com defeito. O relógio em questão não fechava o feixe. Tive que levar para arrumar. Não recomendo lannister online mais. ","logistica, produto, preco",,,,,Não
26b3d681967162a2d1672d5f977917bc,1,"Comprei 2 redes e recebi apenas 1, aguardo solução. 

Qualidade inferior a imaginada, tecido fino e quente.

*Frustrada","produto, atendimento",,,,,Não
0ca42572dd9381a31beee12710854acd,5,Produto muito útil e ótima qualidade,produto,,,,,Não
403a0ca4afce07ebf653ac292b7eb5ca,3,O produto veio faltando algumas peças a empresa se prontificou a envia las estou aguardando ,"logistica, produto",,,,,Não
0f2635a7d92ce092961e6758b6e1c2eb,5,O produto foi entregue antes do prazo informado. Recomendo a todos.,"logistica, produto",,,,,Não
122b2e09c02b971ee66f0dd58f82056c,3,"relogio chegou sem o plastico que protege vidro do relogio,mais no geral recomendo",logistica,,,,,Não
f9e6a5898603e98f50f91be21bb5e384,1,mousse não faz espuma deve estar com problema como faço pra trocar. Nao compre se nao trocarem o meu ,,,,,,Não
77cf9cd53bc6039a9a7295eccbc58f82,4,"Comprei 3 lustres, mas chegaram em caixas separadas e por enquanto só recebi 2 e o outro não chega nunca. O lustre é lindo!",logistica,,,,,Não
4c8fbd65ddd773cb3a3f804a0ca25ba6,5,"Entrega antes do prazo 
Único problema é cobrar frete mas a retirada do produto é no correio não entregam em casa","logistica, produto, preco",,,,,Não
2ca520d417c2a0ae2fe872b76aa2fafd,2,"O produto não foi entregue totalmente, Cobraram 4 embalagens e só entregaram duas. Valor cobrado no cartão 4x61,13","logistica, produto, preco",,,,,Não
98aca11bf4ba0be467e67999fe8de72a,1,Não recomendo essa transportadora targaryen eles falaram que vieram entregar aqui em casa um dia após eu ter feito a compra e não vinheram eu mesma tive que retirar no correio no fim do mundo AFF ,logistica,,,,,Não
ca7077026f9092b0d08e03bd95d33f94,1,Envia p Ag.Correio não avisa e vence dt d retirada e pago frete? Ñ é área d risco Marica.Perdeu o cliente (1 pedido) .Após 30 dias avisam q não receberei a compra (2 pedido),"logistica, preco",,,,,Não
127d4bb536e45555c24c183247beb6b1,4,"Produto correspondeu à expectativa.
Entrega antes do prazo previsto.","logistica, produto",,,,,Não
cfc76e4e11f297ea7401c31fcce7becb,3,"Muito eficiente. Infelizmente, nao se tem muita nocao do produto divido a poucas fotos do mesmo e quase nenhuma informacao sobre o mesmo. Mas a entrega foi eficiente e eu recebi o que comprei.","logistica, produto",,,,,Não
6266c9620223c9218ea9e3088c4b40ef,4,"Produto excelente , pontualidade na entrega e bom preço.","logistica, produto, preco",,,,,Não
3f5802b0f09e2f66d61b0dc191737868,5,"lannister, ótimo meio de compras",produto,,,,,Não
e06a4c1173b7923d58db19ceb8764f1b,4,Superrecomendo. Ótimo atendimento e bons produtos.,"produto, atendimento",,,,,Não
cf06fb4b5903b5e3ddc76f482d626e51,1,"Foi informado que seria enviado um produto bivolt e enviaram um produto 127v, resultando mais tempo sem cafeteira, reclamação realizada ao site e já se foram 48 horas e nenhum contato realizado. ","logistica, produto, atendimento",,,,,Não
6f8c1ef7f89ff93c9ac72287c1316864,5,Muito bom! Ajuda muito!,"produto, atendimento",,,,,Não
9a26b5c62c78c695fc131d1ce43aba1a,1,A compra realizada foi de 6 caixas organizadoras marfim e 6 Caixas organizadoras malancia. Infelizmente só foram entregues 6 caixas organizadoras marfim!Quero os produtos ou o dinheiro de volta!!!,"logistica, preco",,,,,Não
4306b6f2759509ea874d3501f48e6255,5,"O produto é excelente, muito resistente e atendeu as minhas expectativas. Sou cliente há anos do baratheon porque é super confiável e as Mercadorias sempre chegam antes do prazo, super recomendo!!!!","logistica, produto, atendimento, preco",,,,,Não
579a5a1dfb9c3759bd27486bf54ea3ed,1,"NÃO RECEBI MEU PRODUTO E AINDA COLOCARAM QUE FOI ENTREGUE. ISSO É UMA FALTA DE RESPEITO MUITO GRANDE, QUERO MEU DINHEIRO DE VOLTA.","logistica, produto, preco",,,,,Não
fbd7b9f640c015cf3a072bd900096139,4,Um dos itens veio assado. Como o preço do produto é muito bom optei por não devolver. Mas cabe a observação para melhorarem o controle de qualidade.,"produto, preco",,,,,Não
2c5ffd8da9426d191d0866d85d99a58a,5,Ainda nao usei o produto...mas o atendimento foi otimo!!!,"produto, atendimento",,,,,Não
fb4c9fdf9913a7967507693d7f3ca875,5,"Não é a melhor toalha do mundo, mas pelo preço está perfeito.",preco,,,,,Não
128a735b2343028678544f7254b81c6b,1,"Não recebi meu produto na data estipulada.
Ainda estou no aguarde da mercadoria",produto,,,,,Não
e7598a361c83affd0b7a71bf86805c29,1,"não Recebi meu produto , ninguém entrou em contato comigo para me explicar o porque e quais as providências a serem tomadas, solicito informações urgente","produto, atendimento",,,,,Não
ea9662b9a368e2441a096b94f23e0794,5,muito bom comprar com voces,produto,,,,,Não
6b34c927f43523c2a870f502beabf90b,1,"nao responem email, ate hoje nao recebi o produto e nao dao satisfacao quero meu dinheiro de volta","produto, preco",,,,,Não
a06d2a4f4ffd059fe29c2e03df96c2de,1,"Comprei um produto no site como ELÉTRICO, paguei um valor mais alto por achar que o produto ERA ELÉTRICO. O produto chegou A PILHA e NÃO ELÉTRICO. Me senti enganada. ","logistica, produto, preco",,,,,Não
839334184a22c4705f8a1ae43ea0eab6,4,"o produto veio correto, a barra magnética atendeu minhas expectativas ela gruda bem as facas isso porque minhas facas são grandes, não caem de forma alguma
","produto, atendimento",,,,,Não
4444fe0edba3e738b77390b757c60f1a,1,Infelizmente já se passou o prazo de entrega da compra e nada .. espero receber meu produto em breve para evitar mais problemas,"logistica, produto",,,,,Não
0cfb0f1778e5ce592fae7b4e72fbcfa0,5,"O conjunto para pia é útil, bonito e de boa qualidade. Recomendo.",produto,,,,,Não
81b3be0bb34399ef6a62f7de99b96507,1,"Meu pedido não chegou, e eu preciso desse produto até semana que vem","logistica, produto",,,,,Não
86eda199bba7cd502148ea04401926b0,5,Chegou bem rapido.gostei muito dessa capinha é bem transparente e não oculta a beleza do celular.baratheon de parabens como sempre.,"logistica, preco",,,,,Não
62810835a87fbb2f9f62fbaa96106df7,1,nao recebi o produto e tambem nao consigo saber nada a respeito do mesmo,produto,,,,,Não
f9f6cc2ff1a1d72d80754d7ee4e9199c,4,"Só não concordo com a política de cobrança de frete. 
Pagamos e temos que ir retirar.
Fiquei umas duas horas na fila do correio pra poder receber meus pedidos.","logistica, preco",,,,,Não
15fbcfe2b500d73df5f046943d13c0fc,5,SATISFEITA COM O PRODUTO,produto,,,,,Não
2905fc2b28491573aa15f84877131169,5,Achei um pouco menor do q o esperado mas quanto ao vendedor tudo ok,atendimento,,,,,Não
dc68944736ee18129b154291134e4a75,2,"NAO QUERO FICAR COM O PRODUTO, QUERO DEVOLVER, NAO ABRIR . ACHEI QUE ERA PANELAS GRANDE MAIS E PEQUENA PARECEM DE BRINQUEDO PELO TAMANHO DA CAIXA.
PRECISO ENVIAR PELO CORREIO, MIM PASSA OS PASSO ","logistica, produto",,,,,Não
5dcc936952f7e67f7faa64c8f57e97a9,1,"o produto não foi entregue, a empresa não se pronuncia ","logistica, produto",,,,,Não
a7fcf7816630b10594b27ad1e0dafa2a,1,"Comprei um jogo de mantimentos no.prazo.perfeito mas as vasilhas estão todas manchadas por dentro e não tem como.fica e lavando.pois o desenho de fora e adesivo de papel que não é descrito na pagina
","logistica, produto, preco",,,,,Não
791805c7b86a1ef3da4efa83bded5c56,5,recomendo o produto porque achei muito bom.,produto,,,,,Não
e4819fda3f6a00817ab69a32569adcdd,5,"ENTREGOU ANTES DO PRAZO, SOMENTE A COR NÃO ATENDEU AS EXPECTATIVAS, MAS O PRODUTO JA FOI DEVOLVIDO... AGUARDANDO A MINHA TROCA....","logistica, produto, atendimento",,,,,Não
13d59f92b1b783972b14b3dad17c4ee1,2, até agora estou esperando minha encomenda chegar,logistica,,,,,Não
6debd8835429e5955f0587408f605e82,2,APENAS UM DOS PRODUTOS FOI ENTREGUE COM DEFEITO. COMUNIQUEI AO VENDEDOR E ESTOU HÁ ESPERA DO CONTATO PARA EFETUAR A TROCA,"logistica, produto, atendimento",,,,,Não
ce5b5670c0d4eec5daa883c71b6a8fb1,2,"Entregaram a NF com as 06 unidades compradas,mas entregaram apenas 04!
Aguardando resposta da empresa a respeito do ocorrido.","logistica, atendimento",,,,,Não
9c32b642c1d088fc8cf1c911532e9e8e,5,"Produto que eu esperava , entrega antes do prazo muito bom","logistica, produto",,,,,Não
